id,offense,secondsLeftInGame,scoreDifferential,yardsToGoal,distanceToFirstDown,isWentForIt,wasSuccess,likelihood,rawRate,smoothedRate,sampleSize,meetsMinSample,blockKey,playText
"2400125090406","Georgia",3120,7,52,2,true,true,0.2066,0.2037,0.2066,54,true,"Ahead 6-8 | H1 Early | YTG 51-60 | Dist 2","Sean Jones (GA) rushed right side for 4 yards."
"2431100963211","Georgia",458,24,27,9,true,true,0.1932,0.1895,0.1932,153,true,"Ahead 15+ | H2 Mid | YTG 21-30 | Dist 9-10","D.J. Shockley (GA) rushed left side for 22 yards."
"262450061063","Georgia",2662,17,80,1,true,true,0.1872,0.1667,0.1872,36,true,"Ahead 15+ | H1 Mid | YTG 71-80 | Dist 1","Brannan Southerland rush for 3 yards to the WKty 17 for a 1ST down."
"401403918103966401","Georgia",1115,31,32,10,true,true,0.1869,0.1802,0.1869,111,true,"Ahead 15+ | H2 Early | YTG 31-40 | Dist 9-10","Stetson Bennett pass complete to Kearis Jackson for 14 yds to the Vandy 18 for a 1ST down"
"401520364101854210","Georgia",3597,0,47,5,true,true,0.1721,0.1708,0.1721,890,true,"Tied | H1 Early | YTG 41-50 | Dist 3-5","Carson Beck pass complete to Rara Thomas for 26 yds to the MIZ 21 for a 1ST down"
"332500061034","Georgia",2982,4,31,13,true,true,0.1367,0.1067,0.1367,75,true,"Ahead 3-5 | H1 Early | YTG 31-40 | Dist 11-14","Aaron Murray pass complete to Justin Scott-Wesley for 24 yards to the SCaro 7 for a 1ST down."
"401769073103966101","Georgia",1118,2,70,5,true,true,0.1247,0.0667,0.1247,45,true,"Ahead 0-2 | H2 Early | YTG 61-70 | Dist 3-5","Landon Roldan pass complete to Lawson Luckie for 16 yds to the UGA 46 for a 1ST down"
"401282122103917301","Georgia",1406,30,19,3,true,true,0.1165,0.1036,0.1165,222,true,"Ahead 15+ | H2 Early | YTG 11-20 | Dist 3-5","JT Daniels pass complete to John FitzPatrick for 7 yds to the Misso 12 for a 1ST down"
"253230061065","Georgia",2265,4,41,6,true,true,0.1009,0.0775,0.1009,142,true,"Ahead 3-5 | H1 Mid | YTG 41-50 | Dist 6-8","DJ Shockley pass complete to Mohamed Massaquoi for 13 yards to the Kent 28 for a 1ST down."
"253230061042","Georgia",2608,-3,54,4,true,true,0.0861,0.0688,0.0861,218,true,"Behind 3-5 | H1 Mid | YTG 51-60 | Dist 3-5","Jeff Owens rush for 35 yards to the Kent 19 for a 1ST down."
