blockKey,total,went,rate,smoothedRate,meetsMinSample
"Ahead 3-5 | H1 Final 4 | YTG 1-10 | Dist 3-5",72,1,0.0139,0.0721,true
"Behind 3-5 | H1 Mid | YTG 61-70 | Dist 2",72,10,0.1389,0.1603,true
"Behind 3-5 | H2 Early | YTG 51-60 | Dist 11-14",72,1,0.0139,0.0721,true
"Behind 6-8 | H1 Mid | YTG 31-40 | Dist 15-20",71,8,0.1127,0.1421,true
"Behind 15+ | H1 Mid | YTG 41-50 | Dist 1",71,59,0.8310,0.6471,true
"Ahead 3-5 | H2 Early | YTG 11-20 | Dist 3-5",71,13,0.1831,0.1916,true
"Ahead 3-5 | H1 Early | YTG 81-90 | Dist 6-8",71,1,0.0141,0.0728,true
"Ahead 6-8 | H2 Early | YTG 51-60 | Dist 1",71,27,0.3803,0.3302,true
"Behind 6-8 | H2 Mid | YTG 41-50 | Dist 9-10",71,10,0.1408,0.1619,true
"Behind 15+ | H1 Final 4 | YTG 31-40 | Dist 6-8",71,37,0.5211,0.4292,true
"Ahead 3-5 | H1 Early | YTG 71-80 | Dist 11-14",71,1,0.0141,0.0728,true
"Tied | H2 Mid | YTG 41-50 | Dist 6-8",71,7,0.0986,0.1322,true
"Behind 15+ | H2 Mid | YTG 31-40 | Dist 20+",71,21,0.2958,0.2708,true
"Ahead 9-14 | H2 Final 4 | YTG 11-20 | Dist 3-5",71,26,0.3662,0.3203,true
"Ahead 3-5 | H2 Mid | YTG 11-20 | Dist 6-8",71,5,0.0704,0.1124,true
"Behind 6-8 | H1 Early | YTG 31-40 | Dist 15-20",71,7,0.0986,0.1322,true
"Behind 6-8 | H2 Early | YTG 61-70 | Dist 15-20",71,2,0.0282,0.0827,true
"Ahead 9-14 | H2 Mid | YTG 71-80 | Dist 15-20",71,5,0.0704,0.1124,true
"Behind 3-5 | H1 Early | YTG 51-60 | Dist 9-10",71,1,0.0141,0.0728,true
"Behind 6-8 | H1 Mid | YTG 11-20 | Dist 9-10",71,1,0.0141,0.0728,true
"Behind 6-8 | H1 Mid | YTG 81-90 | Dist 9-10",71,1,0.0141,0.0728,true
"Ahead 6-8 | H1 Mid | YTG 11-20 | Dist 1",71,52,0.7324,0.5778,true
"Behind 9-14 | H2 Mid | YTG 31-40 | Dist 11-14",71,39,0.5493,0.4490,true
"Ahead 15+ | H1 Final 4 | YTG 41-50 | Dist 3-5",71,13,0.1831,0.1916,true
"Behind 9-14 | H1 Final 4 | YTG 31-40 | Dist 6-8",71,34,0.4789,0.3995,true
"Behind 9-14 | H1 Final 4 | YTG 41-50 | Dist 9-10",71,10,0.1408,0.1619,true
"Behind 15+ | H1 Final 4 | YTG 41-50 | Dist 9-10",71,18,0.2535,0.2411,true
"Behind 3-5 | H1 Mid | YTG 11-20 | Dist 1",70,37,0.5286,0.4335,true
"Ahead 3-5 | H1 Early | YTG 11-20 | Dist 15-20",70,0,0.0000,0.0635,true
"Tied | H2 Early | YTG 61-70 | Dist 11-14",70,3,0.0429,0.0935,true
"Behind 6-8 | H1 Early | YTG 11-20 | Dist 1",70,56,0.8000,0.6235,true
"Ahead 9-14 | H2 Final 4 | YTG 41-50 | Dist 6-8",70,5,0.0714,0.1135,true
"Ahead 6-8 | H1 Early | YTG 61-70 | Dist 1",70,29,0.4143,0.3535,true
"Tied | H1 Mid | YTG 21-30 | Dist 15-20",70,5,0.0714,0.1135,true
"Ahead 3-5 | H2 Early | YTG 1-10 | Dist 6-8",70,2,0.0286,0.0835,true
"Tied | H2 Early | YTG 31-40 | Dist 6-8",70,29,0.4143,0.3535,true
"Ahead 6-8 | H1 Mid | YTG 41-50 | Dist 2",70,27,0.3857,0.3335,true
"Ahead 9-14 | H1 Mid | YTG 21-30 | Dist 15-20",70,0,0.0000,0.0635,true
"Behind 9-14 | H2 Early | YTG 11-20 | Dist 9-10",70,4,0.0571,0.1035,true
"Ahead 3-5 | H2 Early | YTG 41-50 | Dist 1",70,52,0.7429,0.5835,true
"Behind 15+ | H1 Final 4 | YTG 71-80 | Dist 15-20",70,1,0.0143,0.0735,true
"Behind 6-8 | H2 Mid | YTG 11-20 | Dist 6-8",70,15,0.2143,0.2135,true
"Behind 6-8 | H1 Mid | YTG 11-20 | Dist 1",70,56,0.8000,0.6235,true
"Behind 3-5 | H2 Early | YTG 41-50 | Dist 9-10",70,5,0.0714,0.1135,true
"Ahead 3-5 | H2 Mid | YTG 11-20 | Dist 3-5",70,10,0.1429,0.1635,true
"Ahead 6-8 | H1 Early | YTG 21-30 | Dist 1",70,55,0.7857,0.6135,true
"Ahead 9-14 | H2 Mid | YTG 61-70 | Dist 1",70,12,0.1714,0.1835,true
"Ahead 9-14 | H1 Final 4 | YTG 1-10 | Dist 6-8",70,0,0.0000,0.0635,true
"Ahead 6-8 | H2 Mid | YTG 21-30 | Dist 3-5",70,10,0.1429,0.1635,true
"Ahead 6-8 | H2 Mid | YTG 71-80 | Dist 11-14",70,1,0.0143,0.0735,true
"Ahead 3-5 | H2 Early | YTG 11-20 | Dist 6-8",70,2,0.0286,0.0835,true
"Ahead 3-5 | H2 Early | YTG 61-70 | Dist 1",69,24,0.3478,0.3066,true
"Ahead 3-5 | H1 Mid | YTG 41-50 | Dist 1",69,47,0.6812,0.5389,true
"Behind 3-5 | H1 Early | YTG 41-50 | Dist 9-10",69,2,0.0290,0.0844,true
"Behind 15+ | H2 Final 4 | YTG 51-60 | Dist 11-14",69,41,0.5942,0.4783,true
"Behind 9-14 | H1 Final 4 | YTG 61-70 | Dist 11-14",69,1,0.0145,0.0743,true
"Behind 9-14 | H2 Mid | YTG 81-90 | Dist 6-8",69,15,0.2174,0.2157,true
"Ahead 9-14 | H2 Mid | YTG 81-90 | Dist 6-8",69,1,0.0145,0.0743,true
"Behind 3-5 | H2 Mid | YTG 31-40 | Dist 6-8",69,24,0.3478,0.3066,true
"Behind 15+ | H2 Early | YTG 91-100 | Dist 11-14",69,0,0.0000,0.0642,true
"Ahead 9-14 | H1 Mid | YTG 81-90 | Dist 11-14",69,0,0.0000,0.0642,true
"Ahead 3-5 | H2 Early | YTG 61-70 | Dist 9-10",69,4,0.0580,0.1046,true
"Behind 15+ | H2 Mid | YTG 41-50 | Dist 20+",69,13,0.1884,0.1955,true
"Ahead 15+ | H1 Final 4 | YTG 1-10 | Dist 6-8",69,1,0.0145,0.0743,true
"Ahead 6-8 | H1 Early | YTG 31-40 | Dist 11-14",69,6,0.0870,0.1248,true
"Ahead 9-14 | H1 Final 4 | YTG 31-40 | Dist 6-8",69,14,0.2029,0.2056,true
"Ahead 6-8 | H2 Mid | YTG 61-70 | Dist 11-14",69,0,0.0000,0.0642,true
"Behind 3-5 | H1 Mid | YTG 41-50 | Dist 2",69,35,0.5072,0.4177,true
"Ahead 6-8 | H1 Mid | YTG 41-50 | Dist 15-20",69,0,0.0000,0.0642,true
"Ahead 6-8 | H1 Early | YTG 31-40 | Dist 9-10",69,15,0.2174,0.2157,true
"Behind 6-8 | H2 Mid | YTG 31-40 | Dist 9-10",69,26,0.3768,0.3268,true
"Ahead 3-5 | H2 Early | YTG 51-60 | Dist 11-14",69,1,0.0145,0.0743,true
"Ahead 3-5 | H1 Mid | YTG 51-60 | Dist 15-20",69,2,0.0290,0.0844,true
"Behind 6-8 | H1 Early | YTG 21-30 | Dist 11-14",69,2,0.0290,0.0844,true
"Ahead 6-8 | H2 Early | YTG 41-50 | Dist 9-10",68,2,0.0294,0.0852,true
"Ahead 3-5 | H1 Mid | YTG 31-40 | Dist 9-10",68,14,0.2059,0.2077,true
"Behind 3-5 | H2 Mid | YTG 11-20 | Dist 3-5",68,20,0.2941,0.2689,true
"Tied | H2 Early | YTG 21-30 | Dist 6-8",68,10,0.1471,0.1669,true
"Ahead 6-8 | H1 Early | YTG 41-50 | Dist 9-10",68,3,0.0441,0.0954,true
"Ahead 6-8 | H2 Mid | YTG 51-60 | Dist 11-14",68,4,0.0588,0.1056,true
"Ahead 9-14 | H2 Early | YTG 11-20 | Dist 9-10",68,0,0.0000,0.0648,true
"Ahead 9-14 | H1 Final 4 | YTG 21-30 | Dist 3-5",68,10,0.1471,0.1669,true
"Ahead 3-5 | H1 Mid | YTG 81-90 | Dist 6-8",68,1,0.0147,0.0750,true
"Behind 3-5 | H2 Mid | YTG 51-60 | Dist 11-14",68,1,0.0147,0.0750,true
"Ahead 3-5 | H2 Early | YTG 81-90 | Dist 15-20",68,0,0.0000,0.0648,true
"Behind 15+ | H1 Final 4 | YTG 51-60 | Dist 9-10",68,10,0.1471,0.1669,true
"Behind 6-8 | H1 Mid | YTG 11-20 | Dist 11-14",68,2,0.0294,0.0852,true
"Tied | H1 Mid | YTG 21-30 | Dist 2",68,38,0.5588,0.4526,true
"Ahead 9-14 | H1 Mid | YTG 51-60 | Dist 15-20",68,3,0.0441,0.0954,true
"Ahead 9-14 | H1 Early | YTG 11-20 | Dist 6-8",68,1,0.0147,0.0750,true
"Behind 15+ | H1 Final 4 | YTG 21-30 | Dist 6-8",68,16,0.2353,0.2281,true
"Behind 3-5 | H2 Early | YTG 41-50 | Dist 11-14",68,5,0.0735,0.1158,true
"Behind 6-8 | H1 Final 4 | YTG 71-80 | Dist 6-8",68,0,0.0000,0.0648,true
"Behind 9-14 | H2 Mid | YTG 21-30 | Dist 1",68,63,0.9265,0.7077,true
"Behind 9-14 | H2 Early | YTG 31-40 | Dist 2",68,49,0.7206,0.5648,true
"Ahead 6-8 | H2 Final 4 | YTG 41-50 | Dist 6-8",68,1,0.0147,0.0750,true
"Tied | H1 Final 4 | YTG 51-60 | Dist 3-5",67,9,0.1343,0.1583,true
"Tied | H2 Mid | YTG 61-70 | Dist 6-8",67,3,0.0448,0.0964,true
"Behind 6-8 | H1 Early | YTG 11-20 | Dist 3-5",67,20,0.2985,0.2717,true
"Behind 3-5 | H2 Early | YTG 51-60 | Dist 15-20",67,0,0.0000,0.0655,true
"Behind 9-14 | H2 Early | YTG 21-30 | Dist 1",67,50,0.7463,0.5810,true
"Behind 3-5 | H1 Early | YTG 11-20 | Dist 11-14",67,2,0.0299,0.0861,true
"Behind 6-8 | H1 Final 4 | YTG 41-50 | Dist 6-8",67,11,0.1642,0.1789,true
"Behind 15+ | H1 Mid | YTG 31-40 | Dist 11-14",67,21,0.3134,0.2820,true
"Ahead 15+ | H2 Early | YTG 11-20 | Dist 2",67,32,0.4776,0.3954,true
"Ahead 9-14 | H1 Mid | YTG 81-90 | Dist 15-20",67,0,0.0000,0.0655,true
"Ahead 9-14 | H1 Mid | YTG 61-70 | Dist 15-20",67,1,0.0149,0.0758,true
"Ahead 9-14 | H1 Final 4 | YTG 41-50 | Dist 3-5",67,11,0.1642,0.1789,true
"Behind 15+ | H2 Mid | YTG 1-10 | Dist 9-10",67,31,0.4627,0.3851,true
"Ahead 6-8 | H1 Mid | YTG 11-20 | Dist 9-10",67,0,0.0000,0.0655,true
"Behind 15+ | H2 Mid | YTG 91-100 | Dist 20+",67,2,0.0299,0.0861,true
"Tied | H1 Mid | YTG 71-80 | Dist 2",67,8,0.1194,0.1480,true
"Ahead 6-8 | H1 Mid | YTG 61-70 | Dist 2",67,5,0.0746,0.1170,true
"Ahead 9-14 | H2 Mid | YTG 21-30 | Dist 11-14",67,1,0.0149,0.0758,true
"Ahead 3-5 | H2 Mid | YTG 41-50 | Dist 1",67,52,0.7761,0.6016,true
"Behind 3-5 | H2 Mid | YTG 1-10 | Dist 1",67,57,0.8507,0.6531,true
"Behind 9-14 | H1 Early | YTG 41-50 | Dist 6-8",67,3,0.0448,0.0964,true
"Ahead 6-8 | H2 Early | YTG 51-60 | Dist 9-10",67,6,0.0896,0.1274,true
"Ahead 6-8 | H1 Mid | YTG 1-10 | Dist 2",67,30,0.4478,0.3748,true
"Ahead 9-14 | H2 Early | YTG 1-10 | Dist 2",67,24,0.3582,0.3129,true
"Ahead 3-5 | H1 Mid | YTG 61-70 | Dist 15-20",67,0,0.0000,0.0655,true
"Behind 3-5 | H1 Early | YTG 61-70 | Dist 2",67,6,0.0896,0.1274,true
"Ahead 9-14 | H2 Mid | YTG 11-20 | Dist 9-10",67,2,0.0299,0.0861,true
"Behind 9-14 | H2 Mid | YTG 81-90 | Dist 9-10",66,15,0.2273,0.2224,true
"Tied | H2 Early | YTG 21-30 | Dist 3-5",66,23,0.3485,0.3058,true
"Ahead 6-8 | H1 Mid | YTG 31-40 | Dist 15-20",66,6,0.0909,0.1287,true
"Ahead 9-14 | H2 Early | YTG 31-40 | Dist 11-14",66,7,0.1061,0.1391,true
"Behind 3-5 | H2 Early | YTG 31-40 | Dist 1",66,58,0.8788,0.6703,true
"Ahead 3-5 | H1 Early | YTG 21-30 | Dist 2",66,8,0.1212,0.1495,true
"Behind 9-14 | H2 Early | YTG 11-20 | Dist 11-14",66,2,0.0303,0.0870,true
"Behind 15+ | H1 Final 4 | YTG 61-70 | Dist 2",66,7,0.1061,0.1391,true
"Behind 3-5 | H2 Mid | YTG 81-90 | Dist 15-20",66,1,0.0152,0.0766,true
"Behind 3-5 | H1 Final 4 | YTG 51-60 | Dist 3-5",66,3,0.0455,0.0974,true
"Behind 9-14 | H2 Mid | YTG 31-40 | Dist 2",66,56,0.8485,0.6495,true
"Ahead 6-8 | H1 Mid | YTG 21-30 | Dist 9-10",66,7,0.1061,0.1391,true
"Behind 15+ | H2 Final 4 | YTG 71-80 | Dist 15-20",66,23,0.3485,0.3058,true
"Ahead 3-5 | H2 Mid | YTG 1-10 | Dist 6-8",66,3,0.0455,0.0974,true
"Ahead 9-14 | H2 Mid | YTG 11-20 | Dist 11-14",66,1,0.0152,0.0766,true
"Ahead 9-14 | H2 Mid | YTG 61-70 | Dist 15-20",65,1,0.0154,0.0774,true
"Behind 9-14 | H1 Early | YTG 61-70 | Dist 11-14",65,3,0.0462,0.0985,true
"Behind 15+ | H1 Mid | YTG 41-50 | Dist 15-20",65,0,0.0000,0.0669,true
"Behind 15+ | H1 Final 4 | YTG 61-70 | Dist 15-20",65,3,0.0462,0.0985,true
"Ahead 15+ | H1 Mid | YTG 31-40 | Dist 6-8",65,19,0.2923,0.2669,true
"Behind 9-14 | H2 Early | YTG 31-40 | Dist 15-20",65,13,0.2000,0.2037,true
"Ahead 6-8 | H2 Early | YTG 41-50 | Dist 1",65,47,0.7231,0.5616,true
"Behind 6-8 | H1 Final 4 | YTG 51-60 | Dist 6-8",65,4,0.0615,0.1090,true
"Ahead 6-8 | H1 Final 4 | YTG 1-10 | Dist 3-5",65,5,0.0769,0.1195,true
"Ahead 15+ | H1 Final 4 | YTG 51-60 | Dist 6-8",65,2,0.0308,0.0879,true
"Ahead 9-14 | H1 Final 4 | YTG 1-10 | Dist 1",65,42,0.6462,0.5090,true
"Tied | H2 Early | YTG 61-70 | Dist 9-10",65,2,0.0308,0.0879,true
"Behind 15+ | H2 Final 4 | YTG 41-50 | Dist 9-10",65,51,0.7846,0.6037,true
"Behind 9-14 | H1 Final 4 | YTG 1-10 | Dist 3-5",65,12,0.1846,0.1932,true
"Behind 6-8 | H2 Early | YTG 31-40 | Dist 11-14",65,6,0.0923,0.1300,true
"Ahead 3-5 | H1 Mid | YTG 71-80 | Dist 15-20",65,1,0.0154,0.0774,true
"Behind 3-5 | H2 Mid | YTG 41-50 | Dist 9-10",65,8,0.1231,0.1511,true
"Ahead 6-8 | H1 Early | YTG 81-90 | Dist 11-14",65,2,0.0308,0.0879,true
"Behind 3-5 | H1 Final 4 | YTG 1-10 | Dist 3-5",65,7,0.1077,0.1406,true
"Behind 6-8 | H2 Early | YTG 11-20 | Dist 6-8",65,2,0.0308,0.0879,true
"Behind 9-14 | H2 Early | YTG 21-30 | Dist 2",65,35,0.5385,0.4353,true
"Behind 6-8 | H2 Final 4 | YTG 1-10 | Dist 3-5",65,41,0.6308,0.4985,true
"Ahead 9-14 | H1 Mid | YTG 31-40 | Dist 11-14",65,2,0.0308,0.0879,true
"Behind 9-14 | H1 Final 4 | YTG 61-70 | Dist 6-8",65,2,0.0308,0.0879,true
"Behind 9-14 | H2 Final 4 | YTG 51-60 | Dist 3-5",65,63,0.9692,0.7300,true
"Behind 3-5 | H2 Mid | YTG 81-90 | Dist 11-14",65,1,0.0154,0.0774,true
"Ahead 9-14 | H1 Final 4 | YTG 51-60 | Dist 6-8",65,3,0.0462,0.0985,true
"Behind 15+ | H2 Final 4 | YTG 51-60 | Dist 15-20",64,43,0.6719,0.5250,true
"Behind 3-5 | H2 Mid | YTG 61-70 | Dist 15-20",64,0,0.0000,0.0676,true
"Ahead 15+ | H2 Mid | YTG 81-90 | Dist 9-10",64,1,0.0156,0.0782,true
"Tied | H1 Final 4 | YTG 71-80 | Dist 6-8",64,5,0.0781,0.1208,true
"Behind 15+ | H2 Final 4 | YTG 31-40 | Dist 11-14",64,52,0.8125,0.6208,true
"Ahead 9-14 | H1 Mid | YTG 41-50 | Dist 2",64,29,0.4531,0.3761,true
"Behind 3-5 | H1 Early | YTG 11-20 | Dist 9-10",64,1,0.0156,0.0782,true
"Ahead 15+ | H2 Final 4 | YTG 51-60 | Dist 1",64,28,0.4375,0.3655,true
"Ahead 6-8 | H1 Mid | YTG 11-20 | Dist 11-14",64,3,0.0469,0.0995,true
"Ahead 15+ | H2 Final 4 | YTG 1-10 | Dist 2",64,41,0.6406,0.5038,true
"Ahead 3-5 | H2 Early | YTG 11-20 | Dist 11-14",64,0,0.0000,0.0676,true
"Ahead 9-14 | H1 Mid | YTG 41-50 | Dist 15-20",64,2,0.0313,0.0889,true
"Behind 9-14 | H2 Mid | YTG 61-70 | Dist 2",64,35,0.5469,0.4399,true
"Ahead 15+ | H1 Mid | YTG 1-10 | Dist 2",64,35,0.5469,0.4399,true
"Behind 3-5 | H1 Mid | YTG 21-30 | Dist 15-20",64,3,0.0469,0.0995,true
"Tied | H2 Early | YTG 51-60 | Dist 11-14",64,2,0.0313,0.0889,true
"Ahead 6-8 | H2 Early | YTG 1-10 | Dist 6-8",64,0,0.0000,0.0676,true
"Behind 3-5 | H1 Mid | YTG 51-60 | Dist 2",64,13,0.2031,0.2059,true
"Ahead 3-5 | H1 Mid | YTG 81-90 | Dist 11-14",64,0,0.0000,0.0676,true
"Ahead 9-14 | H2 Mid | YTG 31-40 | Dist 11-14",64,6,0.0938,0.1314,true
"Behind 6-8 | H2 Early | YTG 11-20 | Dist 3-5",64,12,0.1875,0.1952,true
"Behind 3-5 | H1 Early | YTG 81-90 | Dist 6-8",63,0,0.0000,0.0683,true
"Behind 3-5 | H1 Early | YTG 41-50 | Dist 11-14",63,0,0.0000,0.0683,true
"Tied | H2 Mid | YTG 71-80 | Dist 3-5",63,4,0.0635,0.1113,true
"Ahead 6-8 | H2 Early | YTG 81-90 | Dist 15-20",63,0,0.0000,0.0683,true
"Behind 3-5 | H1 Final 4 | YTG 51-60 | Dist 6-8",63,2,0.0317,0.0898,true
"Ahead 15+ | H1 Mid | YTG 71-80 | Dist 6-8",63,2,0.0317,0.0898,true
"Ahead 15+ | H2 Early | YTG 31-40 | Dist 15-20",63,4,0.0635,0.1113,true
"Ahead 3-5 | H1 Early | YTG 41-50 | Dist 6-8",63,1,0.0159,0.0791,true
"Behind 15+ | H1 Mid | YTG 71-80 | Dist 1",63,19,0.3016,0.2726,true
"Ahead 6-8 | H1 Early | YTG 51-60 | Dist 15-20",63,0,0.0000,0.0683,true
"Ahead 9-14 | H2 Mid | YTG 11-20 | Dist 1",63,30,0.4762,0.3909,true
"Ahead 6-8 | H2 Early | YTG 11-20 | Dist 3-5",63,5,0.0794,0.1221,true
"Ahead 15+ | H2 Early | YTG 71-80 | Dist 2",63,4,0.0635,0.1113,true
"Behind 15+ | H1 Mid | YTG 81-90 | Dist 6-8",63,2,0.0317,0.0898,true
"Behind 9-14 | H1 Mid | YTG 31-40 | Dist 15-20",63,5,0.0794,0.1221,true
"Ahead 15+ | H2 Final 4 | YTG 11-20 | Dist 1",63,49,0.7778,0.5952,true
"Behind 3-5 | H2 Mid | YTG 51-60 | Dist 9-10",63,2,0.0317,0.0898,true
"Ahead 3-5 | H1 Mid | YTG 61-70 | Dist 2",63,7,0.1111,0.1436,true
"Behind 6-8 | H2 Mid | YTG 21-30 | Dist 9-10",62,15,0.2419,0.2321,true
"Tied | H2 Early | YTG 51-60 | Dist 9-10",62,4,0.0645,0.1125,true
"Behind 3-5 | H1 Early | YTG 51-60 | Dist 11-14",62,0,0.0000,0.0691,true
"Ahead 3-5 | H1 Final 4 | YTG 61-70 | Dist 3-5",62,4,0.0645,0.1125,true
"Behind 6-8 | H1 Early | YTG 1-10 | Dist 1",62,55,0.8871,0.6669,true
"Ahead 3-5 | H1 Early | YTG 91-100 | Dist 3-5",62,3,0.0484,0.1017,true
"Ahead 15+ | H1 Final 4 | YTG 61-70 | Dist 3-5",62,7,0.1129,0.1451,true
"Ahead 15+ | H1 Final 4 | YTG 41-50 | Dist 6-8",62,8,0.1290,0.1560,true
"Behind 9-14 | H2 Mid | YTG 71-80 | Dist 20+",62,1,0.0161,0.0799,true
"Ahead 6-8 | H2 Mid | YTG 51-60 | Dist 1",62,24,0.3871,0.3299,true
"Behind 9-14 | H1 Mid | YTG 81-90 | Dist 20+",62,0,0.0000,0.0691,true
"Behind 6-8 | H1 Mid | YTG 21-30 | Dist 15-20",62,4,0.0645,0.1125,true
"Behind 15+ | H2 Mid | YTG 91-100 | Dist 6-8",62,11,0.1774,0.1886,true
"Behind 15+ | H2 Early | YTG 91-100 | Dist 6-8",62,6,0.0968,0.1343,true
"Ahead 3-5 | H1 Mid | YTG 21-30 | Dist 15-20",62,2,0.0323,0.0908,true
"Behind 9-14 | H2 Early | YTG 81-90 | Dist 9-10",62,2,0.0323,0.0908,true
"Ahead 3-5 | H2 Mid | YTG 71-80 | Dist 11-14",62,0,0.0000,0.0691,true
"Behind 3-5 | H1 Early | YTG 51-60 | Dist 1",62,33,0.5323,0.4278,true
"Behind 15+ | H2 Mid | YTG 91-100 | Dist 11-14",62,1,0.0161,0.0799,true
"Behind 6-8 | H2 Final 4 | YTG 31-40 | Dist 3-5",62,59,0.9516,0.7104,true
"Ahead 6-8 | H1 Mid | YTG 81-90 | Dist 9-10",62,1,0.0161,0.0799,true
"Ahead 6-8 | H2 Mid | YTG 61-70 | Dist 1",62,15,0.2419,0.2321,true
"Behind 3-5 | H1 Final 4 | YTG 21-30 | Dist 6-8",62,4,0.0645,0.1125,true
"Behind 3-5 | H1 Final 4 | YTG 71-80 | Dist 6-8",62,1,0.0161,0.0799,true
"Behind 6-8 | H2 Early | YTG 21-30 | Dist 9-10",62,5,0.0806,0.1234,true
"Behind 15+ | H2 Early | YTG 1-10 | Dist 2",62,52,0.8387,0.6343,true
"Ahead 6-8 | H2 Early | YTG 41-50 | Dist 11-14",62,4,0.0645,0.1125,true
"Behind 3-5 | H1 Final 4 | YTG 31-40 | Dist 6-8",61,15,0.2459,0.2347,true
"Behind 15+ | H1 Mid | YTG 21-30 | Dist 1",61,52,0.8525,0.6412,true
"Tied | H2 Early | YTG 71-80 | Dist 11-14",61,0,0.0000,0.0698,true
"Behind 9-14 | H2 Mid | YTG 81-90 | Dist 3-5",61,10,0.1639,0.1797,true
"Behind 9-14 | H1 Mid | YTG 21-30 | Dist 15-20",61,1,0.0164,0.0808,true
"Behind 9-14 | H1 Mid | YTG 71-80 | Dist 2",61,8,0.1311,0.1577,true
"Behind 9-14 | H2 Mid | YTG 41-50 | Dist 15-20",61,13,0.2131,0.2127,true
"Ahead 0-2 | H2 Mid | YTG 61-70 | Dist 3-5",61,3,0.0492,0.1028,true
"Ahead 9-14 | H2 Mid | YTG 71-80 | Dist 1",61,8,0.1311,0.1577,true
"Tied | H2 Mid | YTG 71-80 | Dist 9-10",61,1,0.0164,0.0808,true
"Behind 3-5 | H2 Early | YTG 81-90 | Dist 15-20",61,1,0.0164,0.0808,true
"Behind 15+ | H1 Mid | YTG 81-90 | Dist 20+",61,1,0.0164,0.0808,true
"Ahead 6-8 | H1 Mid | YTG 51-60 | Dist 15-20",61,0,0.0000,0.0698,true
"Behind 3-5 | H2 Early | YTG 31-40 | Dist 11-14",61,5,0.0820,0.1248,true
"Behind 3-5 | H1 Early | YTG 31-40 | Dist 9-10",61,8,0.1311,0.1577,true
"Ahead 6-8 | H1 Early | YTG 81-90 | Dist 3-5",61,2,0.0328,0.0918,true
"Ahead 15+ | H2 Final 4 | YTG 21-30 | Dist 1",61,50,0.8197,0.6193,true
"Behind 6-8 | H1 Final 4 | YTG 41-50 | Dist 3-5",61,19,0.3115,0.2786,true
"Ahead 9-14 | H2 Mid | YTG 31-40 | Dist 9-10",61,8,0.1311,0.1577,true
"Ahead 3-5 | H2 Early | YTG 51-60 | Dist 1",61,31,0.5082,0.4105,true
"Ahead 15+ | H2 Mid | YTG 91-100 | Dist 6-8",61,0,0.0000,0.0698,true
"Ahead 6-8 | H1 Mid | YTG 21-30 | Dist 2",61,34,0.5574,0.4434,true
"Ahead 9-14 | H1 Early | YTG 21-30 | Dist 6-8",60,5,0.0833,0.1261,true
"Behind 6-8 | H2 Mid | YTG 41-50 | Dist 11-14",60,6,0.1000,0.1373,true
"Ahead 6-8 | H2 Final 4 | YTG 41-50 | Dist 3-5",60,2,0.0333,0.0928,true
"Behind 15+ | H2 Mid | YTG 91-100 | Dist 9-10",60,2,0.0333,0.0928,true
"Ahead 3-5 | H1 Final 4 | YTG 31-40 | Dist 3-5",60,25,0.4167,0.3484,true
"Ahead 6-8 | H1 Early | YTG 11-20 | Dist 6-8",60,4,0.0667,0.1150,true
"Ahead 9-14 | H2 Early | YTG 71-80 | Dist 1",60,5,0.0833,0.1261,true
"Behind 15+ | H2 Early | YTG 51-60 | Dist 20+",60,3,0.0500,0.1039,true
"Tied | H2 Mid | YTG 1-10 | Dist 3-5",60,11,0.1833,0.1928,true
"Behind 9-14 | H1 Early | YTG 51-60 | Dist 1",60,28,0.4667,0.3817,true
"Ahead 3-5 | H2 Early | YTG 21-30 | Dist 9-10",60,2,0.0333,0.0928,true
"Behind 9-14 | H1 Early | YTG 51-60 | Dist 11-14",60,1,0.0167,0.0817,true
"Behind 15+ | H2 Early | YTG 91-100 | Dist 15-20",60,2,0.0333,0.0928,true
"Behind 15+ | H1 Final 4 | YTG 31-40 | Dist 9-10",60,26,0.4333,0.3595,true
"Behind 9-14 | H1 Early | YTG 81-90 | Dist 11-14",60,0,0.0000,0.0706,true
"Behind 3-5 | H2 Mid | YTG 61-70 | Dist 1",60,30,0.5000,0.4039,true
"Behind 9-14 | H2 Early | YTG 81-90 | Dist 3-5",60,4,0.0667,0.1150,true
"Behind 3-5 | H2 Early | YTG 61-70 | Dist 2",60,6,0.1000,0.1373,true
"Ahead 9-14 | H2 Early | YTG 31-40 | Dist 15-20",60,3,0.0500,0.1039,true
"Ahead 3-5 | H2 Early | YTG 61-70 | Dist 15-20",60,1,0.0167,0.0817,true
"Ahead 3-5 | H1 Final 4 | YTG 41-50 | Dist 6-8",60,2,0.0333,0.0928,true
"Ahead 15+ | H1 Final 4 | YTG 61-70 | Dist 6-8",60,6,0.1000,0.1373,true
"Behind 15+ | H1 Mid | YTG 1-10 | Dist 3-5",60,23,0.3833,0.3261,true
"Ahead 6-8 | H1 Early | YTG 71-80 | Dist 11-14",60,2,0.0333,0.0928,true
"Behind 6-8 | H1 Final 4 | YTG 51-60 | Dist 3-5",60,7,0.1167,0.1484,true
"Ahead 9-14 | H2 Final 4 | YTG 21-30 | Dist 6-8",60,26,0.4333,0.3595,true
"Behind 6-8 | H2 Mid | YTG 61-70 | Dist 1",60,38,0.6333,0.4928,true
"Ahead 3-5 | H1 Final 4 | YTG 51-60 | Dist 3-5",60,3,0.0500,0.1039,true
